invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I102296,C118707,Female,29,Clothing,5,1474.69,Debit Card,13/03/2022,Kanyon
I102297,C128669,Male,43,Toys,4,344.62,Credit Card,26/08/2021,Cevahir AVM
I102298,C133009,Male,59,Clothing,1,1494.08,Debit Card,28/11/2022,Watergarden Istanbul
I102299,C196817,Male,67,Books,4,185.77,Credit Card,13/05/2022,Mall of Istanbul
I102300,C125674,Male,45,Toys,2,347.8,Debit Card,13/01/2022,Metrocity
I102301,C120205,Female,69,Technology,5,3865.09,Debit Card,01/02/2021,Kanyon
I102302,C130562,Female,23,Souvenir,5,238.98,Debit Card,27/09/2021,Metrocity
I102303,C195195,Male,19,Cosmetics,2,234.82,Debit Card,22/06/2022,Forum Istanbul
I102304,C189247,Female,46,Technology,4,2538.35,Credit Card,13/09/2022,Mall of Istanbul
I102305,C134880,Male,27,Toys,3,499.71,Cash,15/10/2021,Zorlu Center
I102306,C101669,Male,35,Shoes,2,3440.64,Cash,19/05/2022,Emaar Square Mall
I102307,C168955,Female,64,Clothing,5,485.28,Cash,29/03/2022,Mall of Istanbul
I102308,C195518,Female,68,Souvenir,4,115.74,Cash,22/05/2022,Metropol AVM
I102309,C186037,Female,46,Shoes,3,3076.31,Debit Card,12/03/2021,Watergarden Istanbul
I102310,C150931,Female,44,Clothing,4,467.99,Cash,12/12/2022,Metropol AVM
I102311,C155656,Male,52,Shoes,3,359.12,Debit Card,11/11/2022,Mall of Istanbul
I102312,C188810,Male,56,Toys,3,54.91,Cash,05/02/2021,Watergarden Istanbul
I102313,C156637,Female,43,Shoes,4,3451.93,Credit Card,10/07/2022,Zorlu Center
I102314,C132440,Male,18,Toys,5,419.94,Credit Card,29/07/2022,Cevahir AVM
I102315,C145353,Female,23,Books,3,111.71,Debit Card,24/04/2022,Metrocity
I102316,C152517,Male,44,Shoes,3,2159.57,Debit Card,11/09/2022,Metropol AVM
I102317,C121632,Male,45,Food & Beverage,5,186.71,Credit Card,01/09/2021,Mall of Istanbul
I102318,C172184,Female,18,Technology,4,3687.93,Credit Card,07/04/2021,Kanyon
I102319,C156494,Female,34,Souvenir,4,174.8,Cash,11/05/2022,Watergarden Istanbul
I102320,C119652,Male,65,Technology,3,2495.35,Credit Card,09/08/2021,Istinye Park
I102321,C125451,Female,35,Shoes,2,1445.8,Credit Card,21/03/2021,Zorlu Center
I102322,C138602,Female,64,Toys,3,326.24,Debit Card,15/04/2021,Forum Istanbul
I102323,C129702,Male,62,Books,2,172.94,Debit Card,22/04/2021,Mall of Istanbul
I102324,C144525,Female,36,Clothing,5,693.48,Debit Card,15/02/2021,Istinye Park
I102325,C162570,Male,66,Shoes,5,959.12,Cash,11/11/2022,Watergarden Istanbul
I102326,C120675,Female,35,Shoes,2,1920.81,Credit Card,11/08/2021,Cevahir AVM
I102327,C173751,Female,41,Books,2,168.13,Cash,19/12/2022,Emaar Square Mall
I102328,C142076,Male,68,Cosmetics,4,643.85,Debit Card,17/09/2021,Cevahir AVM
I102329,C190106,Male,51,Souvenir,4,191.84,Debit Card,13/02/2022,Emaar Square Mall
I102330,C147549,Male,26,Food & Beverage,2,135.74,Credit Card,15/03/2021,Forum Istanbul
I102331,C171887,Male,59,Technology,3,1335.58,Debit Card,05/02/2023,Watergarden Istanbul
I102332,C107586,Male,30,Cosmetics,2,709.59,Debit Card,06/03/2021,Metropol AVM
I102333,C115656,Male,58,Books,4,180.3,Credit Card,20/10/2021,Metropol AVM
I102334,C135703,Female,50,Technology,4,6140.49,Credit Card,17/07/2021,Metrocity
I102335,C149498,Female,43,Cosmetics,4,343.93,Debit Card,25/02/2023,Emaar Square Mall
I102336,C121184,Female,37,Souvenir,4,277.27,Cash,09/11/2021,Zorlu Center
I102337,C115218,Female,54,Toys,3,533.56,Cash,12/08/2022,Cevahir AVM
I102338,C180498,Female,60,Books,1,51.88,Debit Card,12/07/2021,Kanyon
I102339,C163091,Male,33,Souvenir,4,62.86,Debit Card,18/05/2021,Mall of Istanbul
I102340,C167671,Male,45,Cosmetics,5,736.25,Cash,15/09/2021,Kanyon
I102341,C160352,Female,36,Food & Beverage,1,163.14,Debit Card,30/01/2021,Zorlu Center
I102342,C138185,Male,65,Toys,1,159.98,Debit Card,20/12/2022,Emaar Square Mall
I102343,C144344,Male,51,Shoes,2,1131.23,Cash,26/03/2021,Metropol AVM
I102344,C137483,Male,22,Food & Beverage,3,129.88,Credit Card,08/04/2022,Forum Istanbul
I102345,C165168,Female,41,Souvenir,1,94.59,Credit Card,27/02/2021,Istinye Park
I102346,C181628,Female,48,Food & Beverage,3,27.59,Credit Card,26/02/2022,Cevahir AVM
I102347,C139093,Male,31,Cosmetics,3,636.77,Debit Card,11/03/2022,Istinye Park
I102348,C195672,Female,54,Cosmetics,2,471.69,Debit Card,24/03/2022,Istinye Park
I102349,C168055,Male,65,Shoes,2,650.03,Cash,22/10/2022,Kanyon
I102350,C176506,Male,62,Food & Beverage,1,145.7,Debit Card,17/04/2021,Cevahir AVM
I102351,C133380,Female,62,Souvenir,3,46.75,Debit Card,05/03/2022,Watergarden Istanbul
I102352,C190035,Female,69,Clothing,2,970.05,Cash,08/12/2021,Zorlu Center
I102353,C180982,Male,56,Food & Beverage,2,121.35,Debit Card,21/03/2021,Forum Istanbul
I102354,C132311,Female,58,Shoes,5,2436.53,Debit Card,31/03/2021,Istinye Park
I102355,C125871,Male,40,Food & Beverage,1,92.59,Debit Card,17/12/2022,Cevahir AVM
I102356,C187714,Female,22,Souvenir,4,94.6,Credit Card,12/01/2021,Metrocity
I102357,C158243,Female,58,Shoes,2,2822.38,Cash,21/07/2021,Mall of Istanbul
I102358,C134574,Female,49,Clothing,2,272.65,Cash,28/11/2022,Cevahir AVM
I102359,C157049,Male,20,Cosmetics,5,137.6,Debit Card,13/12/2022,Metropol AVM
I102360,C146714,Female,27,Cosmetics,2,502.3,Credit Card,17/02/2021,Cevahir AVM
I102361,C133410,Male,51,Souvenir,3,237.79,Credit Card,06/03/2022,Istinye Park
I102362,C174901,Male,37,Technology,3,6865.6,Cash,28/06/2021,Metrocity
I102363,C191276,Female,19,Souvenir,2,165.89,Debit Card,04/02/2022,Metropol AVM
I102364,C151360,Female,25,Cosmetics,1,544.65,Debit Card,27/11/2022,Kanyon
I102365,C144035,Female,49,Food & Beverage,3,180.87,Credit Card,25/12/2022,Metropol AVM
I102366,C153785,Female,40,Clothing,2,378.98,Debit Card,22/11/2021,Cevahir AVM
I102367,C125525,Female,68,Shoes,4,1781.76,Debit Card,02/09/2022,Mall of Istanbul
I102368,C102385,Female,61,Souvenir,5,83.81,Credit Card,24/12/2022,Watergarden Istanbul
I102369,C133901,Male,63,Souvenir,3,213.21,Debit Card,19/03/2021,Kanyon
I102370,C122664,Male,53,Clothing,1,636.84,Debit Card,08/01/2023,Metropol AVM
I102371,C123457,Female,67,Books,2,199.53,Cash,31/12/2022,Kanyon
I102372,C139494,Male,40,Shoes,5,1849.4,Credit Card,21/12/2022,Metrocity
I102373,C125943,Female,36,Clothing,2,1444.1,Credit Card,04/12/2021,Zorlu Center
I102374,C180906,Female,46,Technology,5,3638.03,Credit Card,26/05/2022,Forum Istanbul
I102375,C118376,Female,65,Books,4,224.36,Cash,04/12/2021,Metrocity
I102376,C167551,Female,40,Technology,5,1630.87,Credit Card,19/12/2021,Mall of Istanbul
I102377,C131454,Female,34,Souvenir,1,277.14,Cash,11/09/2022,Metropol AVM
I102378,C148514,Female,60,Clothing,5,603.05,Cash,13/03/2022,Mall of Istanbul
I102379,C100745,Female,62,Souvenir,2,259.31,Debit Card,12/04/2022,Emaar Square Mall
I102380,C182099,Female,41,Toys,2,148.54,Credit Card,18/05/2021,Istinye Park
I102381,C132035,Male,46,Toys,2,412.0,Credit Card,14/10/2022,Watergarden Istanbul
I102382,C180856,Female,18,Clothing,5,1423.65,Debit Card,11/06/2021,Forum Istanbul
I102383,C130304,Female,29,Technology,5,1718.12,Cash,19/04/2022,Kanyon
I102384,C153417,Male,51,Clothing,3,91.31,Credit Card,03/02/2022,Kanyon
I102385,C134073,Male,52,Souvenir,1,201.36,Credit Card,27/08/2022,Mall of Istanbul
I102386,C126003,Male,31,Technology,5,6302.65,Debit Card,07/03/2023,Mall of Istanbul
I102387,C179462,Female,64,Shoes,1,2336.81,Credit Card,15/02/2022,Metrocity
I102388,C193116,Female,28,Clothing,3,107.33,Debit Card,05/10/2022,Emaar Square Mall
I102389,C151098,Male,34,Shoes,5,3033.0,Debit Card,02/07/2022,Kanyon
I102390,C110503,Female,62,Shoes,2,2708.75,Credit Card,26/10/2021,Kanyon
I102391,C183967,Female,25,Souvenir,1,172.57,Debit Card,21/10/2021,Metrocity
I102392,C129073,Female,37,Cosmetics,3,773.73,Cash,08/01/2023,Metropol AVM
I102393,C133330,Male,26,Clothing,5,618.92,Debit Card,15/08/2021,Watergarden Istanbul
I102394,C101893,Male,69,Shoes,2,1750.34,Credit Card,25/04/2022,Mall of Istanbul
I102395,C195035,Female,50,Toys,1,471.64,Credit Card,20/11/2022,Mall of Istanbul
I102396,C117654,Male,23,Souvenir,2,172.79,Cash,22/01/2022,Watergarden Istanbul
I102397,C124544,Female,59,Shoes,3,1756.81,Credit Card,03/03/2023,Metropol AVM
I102398,C103498,Female,25,Technology,1,5937.91,Credit Card,20/07/2022,Istinye Park
I102399,C166602,Male,36,Cosmetics,3,224.99,Debit Card,12/09/2022,Watergarden Istanbul
I102400,C127847,Male,44,Books,5,36.92,Credit Card,06/10/2021,Forum Istanbul
I102401,C187067,Male,61,Cosmetics,3,366.94,Credit Card,30/08/2022,Zorlu Center
I102402,C193346,Female,28,Technology,3,4563.97,Cash,08/07/2022,Metrocity
I102403,C152525,Female,67,Clothing,1,513.92,Cash,26/11/2021,Kanyon
I102404,C167191,Male,26,Technology,1,6913.22,Credit Card,21/03/2022,Metrocity
I102405,C106050,Female,50,Shoes,1,1657.42,Debit Card,03/01/2021,Watergarden Istanbul
I102406,C113048,Female,69,Books,2,53.42,Credit Card,24/08/2021,Zorlu Center
I102407,C156372,Female,20,Food & Beverage,2,79.69,Debit Card,17/02/2021,Cevahir AVM
I102408,C182335,Female,18,Technology,4,6020.69,Debit Card,19/02/2023,Forum Istanbul
I102409,C174617,Female,43,Cosmetics,1,505.39,Debit Card,26/12/2022,Cevahir AVM
I102410,C140366,Male,59,Food & Beverage,4,113.95,Credit Card,27/05/2021,Watergarden Istanbul
I102411,C117744,Female,67,Books,1,158.19,Debit Card,21/05/2022,Forum Istanbul
I102412,C127312,Male,55,Cosmetics,4,203.57,Debit Card,26/05/2022,Mall of Istanbul
I102413,C123779,Female,18,Toys,3,554.03,Debit Card,30/06/2022,Emaar Square Mall
I102414,C143431,Female,35,Toys,5,590.11,Debit Card,22/09/2022,Forum Istanbul
I102415,C163800,Female,56,Shoes,5,2447.59,Credit Card,18/01/2022,Mall of Istanbul
I102416,C195893,Female,61,Souvenir,2,72.33,Debit Card,22/02/2023,Kanyon
I102417,C190113,Male,63,Cosmetics,2,654.58,Cash,03/07/2022,Istinye Park
I102418,C139636,Female,27,Food & Beverage,5,102.09,Debit Card,05/01/2022,Watergarden Istanbul
I102419,C193857,Male,67,Technology,1,6064.09,Cash,25/09/2021,Emaar Square Mall
I102420,C196881,Male,67,Food & Beverage,5,105.8,Debit Card,27/06/2022,Zorlu Center
I102421,C183298,Female,50,Shoes,1,1215.35,Debit Card,28/01/2021,Zorlu Center
I102422,C114805,Male,42,Souvenir,5,76.02,Debit Card,29/01/2023,Istinye Park
I102423,C171117,Female,25,Clothing,3,194.72,Credit Card,20/04/2022,Forum Istanbul
I102424,C159950,Male,51,Books,3,182.59,Debit Card,18/12/2022,Watergarden Istanbul
I102425,C108874,Female,68,Toys,1,373.45,Credit Card,03/03/2023,Watergarden Istanbul
I102426,C132153,Male,41,Toys,5,308.93,Cash,25/02/2021,Zorlu Center
I102427,C107662,Male,61,Souvenir,1,134.71,Cash,05/02/2023,Mall of Istanbul
I102428,C147611,Male,47,Toys,5,597.93,Credit Card,21/09/2022,Cevahir AVM
I102429,C115233,Male,22,Toys,5,170.81,Debit Card,25/07/2022,Metropol AVM
I102430,C132631,Female,36,Clothing,3,630.3,Cash,04/05/2021,Watergarden Istanbul
I102431,C180655,Male,47,Food & Beverage,2,84.71,Credit Card,17/01/2021,Kanyon
I102432,C121729,Female,40,Clothing,5,1356.44,Credit Card,10/02/2021,Istinye Park
I102433,C130589,Female,62,Toys,5,232.49,Cash,30/01/2021,Kanyon
I102434,C122486,Male,30,Cosmetics,1,565.26,Debit Card,18/08/2022,Mall of Istanbul
I102435,C104124,Female,57,Technology,3,5059.63,Cash,14/09/2021,Cevahir AVM
I102436,C184204,Female,52,Toys,5,96.23,Debit Card,26/08/2021,Istinye Park
I102437,C167918,Female,42,Souvenir,5,252.6,Cash,21/12/2021,Emaar Square Mall
I102438,C175034,Male,65,Toys,1,99.53,Cash,17/10/2022,Metropol AVM
I102439,C193406,Female,40,Technology,4,2666.95,Cash,17/04/2022,Istinye Park
I102440,C167427,Male,22,Food & Beverage,3,171.82,Cash,13/02/2021,Watergarden Istanbul
I102441,C190450,Female,69,Food & Beverage,4,134.23,Debit Card,10/02/2022,Emaar Square Mall
I102442,C179069,Male,19,Food & Beverage,5,142.76,Cash,26/04/2021,Cevahir AVM
I102443,C103972,Male,21,Souvenir,3,157.84,Debit Card,11/08/2022,Emaar Square Mall
I102444,C162222,Male,20,Souvenir,4,190.17,Debit Card,10/08/2021,Mall of Istanbul
I102445,C178925,Male,52,Books,2,27.8,Debit Card,15/04/2021,Forum Istanbul
I102446,C164711,Male,65,Food & Beverage,5,118.73,Cash,13/04/2022,Emaar Square Mall
I102447,C161597,Female,58,Food & Beverage,2,95.84,Cash,06/07/2021,Watergarden Istanbul
I102448,C161153,Female,69,Cosmetics,2,626.21,Credit Card,13/10/2021,Mall of Istanbul
I102449,C118078,Male,66,Books,5,193.23,Debit Card,19/03/2021,Emaar Square Mall
I102450,C134060,Female,28,Books,5,39.42,Debit Card,24/02/2022,Istinye Park
I102451,C139621,Female,26,Cosmetics,4,627.95,Cash,12/05/2021,Metrocity
I102452,C181138,Male,43,Food & Beverage,3,57.23,Credit Card,04/09/2022,Kanyon
I102453,C121128,Male,59,Books,3,185.63,Cash,12/09/2022,Cevahir AVM
I102454,C198377,Female,45,Books,4,104.07,Credit Card,18/09/2022,Watergarden Istanbul
I102455,C100820,Female,63,Technology,4,995.08,Credit Card,31/03/2021,Watergarden Istanbul
I102456,C155674,Male,48,Books,5,128.91,Cash,26/04/2021,Metrocity
I102457,C180203,Female,29,Toys,3,366.27,Debit Card,16/03/2022,Metrocity
I102458,C103400,Female,55,Toys,3,128.98,Debit Card,23/10/2021,Forum Istanbul
I102459,C198219,Female,37,Books,4,123.2,Credit Card,23/08/2021,Kanyon
I102460,C134082,Male,51,Shoes,3,724.44,Cash,15/10/2021,Emaar Square Mall
I102461,C154213,Female,56,Technology,2,2127.96,Cash,06/09/2022,Cevahir AVM
I102462,C106374,Female,51,Shoes,5,1036.77,Credit Card,20/01/2022,Watergarden Istanbul
I102463,C141508,Female,45,Technology,4,2980.37,Credit Card,24/05/2021,Istinye Park
I102464,C152448,Female,45,Food & Beverage,2,192.6,Cash,01/03/2023,Istinye Park
I102465,C187728,Male,35,Clothing,4,1183.86,Debit Card,19/04/2022,Forum Istanbul
I102466,C123260,Male,19,Shoes,3,637.27,Credit Card,06/03/2021,Mall of Istanbul
I102467,C192102,Male,25,Cosmetics,1,270.92,Cash,08/08/2022,Cevahir AVM
I102468,C135248,Male,62,Toys,3,161.79,Cash,20/01/2022,Mall of Istanbul
I102469,C111800,Female,36,Shoes,5,1607.73,Credit Card,30/10/2021,Mall of Istanbul
I102470,C175644,Female,28,Toys,2,440.52,Credit Card,18/05/2022,Metrocity
I102471,C199137,Male,26,Souvenir,3,137.96,Cash,21/02/2021,Istinye Park
I102472,C175014,Female,50,Cosmetics,3,705.93,Credit Card,28/05/2021,Mall of Istanbul
I102473,C136780,Female,36,Souvenir,4,169.99,Debit Card,04/09/2022,Mall of Istanbul
I102474,C143129,Male,68,Food & Beverage,5,198.65,Cash,18/06/2021,Watergarden Istanbul
I102475,C150188,Female,26,Books,4,35.17,Cash,11/05/2021,Watergarden Istanbul
I102476,C174104,Female,41,Toys,4,243.35,Credit Card,28/04/2021,Watergarden Istanbul
I102477,C106955,Female,40,Shoes,3,311.43,Debit Card,02/08/2021,Kanyon
I102478,C195809,Male,31,Toys,2,595.13,Cash,25/01/2021,Forum Istanbul
I102479,C169167,Male,52,Technology,3,5078.77,Debit Card,16/02/2021,Metrocity
I102480,C191581,Female,39,Clothing,2,745.66,Cash,14/11/2022,Kanyon
I102481,C181814,Male,56,Toys,1,115.69,Cash,25/04/2021,Forum Istanbul
I102482,C138628,Male,50,Books,2,55.11,Debit Card,10/10/2022,Forum Istanbul
I102483,C172114,Male,25,Souvenir,3,272.93,Debit Card,17/03/2021,Emaar Square Mall
I102484,C135399,Male,43,Cosmetics,4,604.56,Credit Card,18/12/2022,Emaar Square Mall
I102485,C132293,Female,36,Technology,1,2803.85,Credit Card,18/04/2022,Zorlu Center
I102486,C120180,Female,28,Clothing,4,1050.96,Credit Card,24/08/2022,Emaar Square Mall
I102487,C139062,Female,52,Souvenir,3,237.35,Cash,09/11/2021,Forum Istanbul
I102488,C106339,Female,36,Souvenir,5,112.88,Debit Card,21/02/2021,Istinye Park
I102489,C142245,Male,33,Souvenir,3,281.41,Debit Card,04/12/2022,Zorlu Center
I102490,C186975,Male,39,Food & Beverage,5,30.76,Debit Card,09/06/2022,Forum Istanbul
I102491,C127742,Female,51,Books,3,172.71,Credit Card,25/06/2022,Metrocity
I102492,C140731,Female,19,Books,2,96.18,Debit Card,19/08/2022,Metrocity
I102493,C193456,Male,31,Cosmetics,2,749.54,Cash,12/04/2022,Metrocity
I102494,C155246,Male,47,Toys,2,370.93,Credit Card,03/12/2021,Emaar Square Mall
I102495,C114576,Female,40,Toys,1,234.78,Debit Card,25/11/2022,Watergarden Istanbul
I102496,C122602,Female,19,Books,1,92.41,Cash,09/12/2022,Metropol AVM
I102497,C107732,Female,22,Books,1,229.54,Debit Card,18/02/2023,Watergarden Istanbul
I102498,C145389,Male,66,Clothing,4,1072.94,Debit Card,05/12/2022,Metrocity
I102499,C178931,Male,67,Cosmetics,3,797.01,Debit Card,23/09/2021,Metrocity
I102500,C186093,Male,48,Food & Beverage,1,76.94,Cash,05/11/2022,Watergarden Istanbul
I102501,C170102,Male,52,Clothing,1,846.92,Cash,03/01/2023,Mall of Istanbul
I102502,C120851,Female,57,Shoes,3,976.13,Credit Card,25/10/2022,Kanyon
I102503,C111875,Male,31,Cosmetics,3,694.62,Cash,19/07/2022,Forum Istanbul
I102504,C194283,Female,34,Shoes,2,446.05,Debit Card,02/05/2021,Cevahir AVM
I102505,C103579,Female,40,Technology,5,6313.63,Debit Card,03/05/2021,Mall of Istanbul
I102506,C181872,Female,30,Toys,5,578.69,Cash,10/05/2021,Istinye Park
I102507,C115293,Male,29,Shoes,5,3154.27,Debit Card,04/11/2022,Watergarden Istanbul
I102508,C167897,Male,45,Souvenir,5,273.93,Cash,09/02/2022,Cevahir AVM
I102509,C109544,Female,52,Books,3,37.21,Cash,14/03/2022,Istinye Park
I102510,C119055,Female,25,Food & Beverage,3,108.76,Credit Card,06/02/2023,Metrocity
I102511,C105264,Female,64,Clothing,4,1239.94,Debit Card,21/07/2022,Cevahir AVM
I102512,C107016,Female,57,Shoes,5,1277.07,Debit Card,03/06/2021,Forum Istanbul
I102513,C100249,Male,32,Cosmetics,1,628.59,Credit Card,15/01/2022,Zorlu Center
I102514,C124407,Female,20,Shoes,1,1334.07,Debit Card,19/03/2022,Mall of Istanbul
I102515,C190694,Male,55,Clothing,3,1115.34,Debit Card,20/04/2022,Mall of Istanbul
I102516,C189518,Male,61,Souvenir,3,278.82,Cash,03/01/2021,Metrocity
I102517,C142152,Female,29,Shoes,1,2591.88,Credit Card,24/09/2022,Cevahir AVM
I102518,C167804,Male,61,Books,4,74.25,Debit Card,01/06/2021,Watergarden Istanbul
I102519,C104136,Female,35,Shoes,1,2198.8,Cash,21/10/2021,Metropol AVM
I102520,C150688,Male,41,Food & Beverage,4,72.89,Credit Card,13/10/2021,Watergarden Istanbul
I102521,C100320,Male,31,Cosmetics,2,766.5,Cash,05/04/2021,Cevahir AVM
I102522,C152911,Female,54,Books,5,167.78,Debit Card,26/02/2021,Istinye Park
I102523,C127806,Male,36,Food & Beverage,3,191.65,Credit Card,16/09/2022,Metrocity
I102524,C151936,Female,19,Books,4,66.21,Debit Card,29/03/2022,Emaar Square Mall
I102525,C189717,Female,29,Souvenir,2,272.75,Credit Card,31/10/2021,Forum Istanbul
I102526,C166119,Female,25,Toys,1,594.25,Credit Card,30/08/2022,Mall of Istanbul
I102527,C179352,Female,60,Souvenir,1,136.0,Debit Card,20/06/2022,Kanyon
I102528,C110672,Male,31,Technology,2,6314.47,Cash,31/01/2021,Zorlu Center
I102529,C155899,Female,30,Food & Beverage,1,126.13,Debit Card,29/01/2021,Kanyon
I102530,C110455,Female,27,Souvenir,2,156.62,Cash,25/08/2022,Emaar Square Mall
I102531,C174546,Female,57,Clothing,3,736.6,Debit Card,14/02/2023,Watergarden Istanbul
I102532,C119280,Male,49,Souvenir,1,104.26,Credit Card,25/09/2022,Mall of Istanbul
I102533,C172995,Female,46,Food & Beverage,2,111.69,Debit Card,04/03/2022,Watergarden Istanbul
I102534,C104269,Male,50,Clothing,2,647.62,Debit Card,18/05/2022,Istinye Park
I102535,C187490,Male,35,Cosmetics,1,162.94,Debit Card,01/02/2021,Metrocity
I102536,C101402,Female,69,Technology,3,1306.67,Cash,05/09/2022,Metrocity
I102537,C140570,Male,52,Cosmetics,2,464.58,Debit Card,12/11/2022,Istinye Park
I102538,C182502,Male,49,Clothing,2,1151.81,Cash,28/10/2021,Watergarden Istanbul
I102539,C186622,Female,38,Shoes,5,2813.78,Cash,19/11/2021,Zorlu Center
I102540,C105309,Female,56,Food & Beverage,3,126.0,Debit Card,16/10/2021,Metrocity
I102541,C197488,Male,56,Technology,5,1028.86,Credit Card,19/05/2022,Cevahir AVM
I102542,C102266,Female,25,Toys,2,588.53,Cash,08/10/2021,Emaar Square Mall
I102543,C164351,Female,37,Books,3,178.01,Credit Card,10/09/2022,Metrocity
I102544,C171019,Female,42,Clothing,4,687.65,Cash,02/10/2022,Mall of Istanbul
I102545,C179410,Male,18,Clothing,3,907.12,Debit Card,22/07/2022,Cevahir AVM
I102546,C141743,Male,42,Cosmetics,3,735.48,Cash,12/02/2023,Cevahir AVM
I102547,C130797,Female,21,Toys,4,462.02,Cash,10/02/2021,Watergarden Istanbul
I102548,C189227,Male,41,Cosmetics,4,672.01,Debit Card,17/07/2021,Emaar Square Mall
I102549,C103138,Male,28,Food & Beverage,4,24.54,Debit Card,15/08/2022,Metropol AVM
I102550,C161275,Male,22,Technology,3,4674.45,Credit Card,21/02/2022,Watergarden Istanbul
I102551,C145217,Male,43,Technology,4,3779.63,Debit Card,22/08/2021,Forum Istanbul
I102552,C182520,Female,67,Clothing,4,1263.17,Cash,15/02/2022,Mall of Istanbul
I102553,C115334,Female,19,Books,2,28.65,Debit Card,31/01/2021,Istinye Park
I102554,C145295,Male,47,Books,4,125.1,Debit Card,15/03/2021,Watergarden Istanbul
I102555,C142526,Male,57,Technology,5,1743.69,Debit Card,30/12/2021,Emaar Square Mall
I102556,C163197,Male,36,Souvenir,4,65.15,Credit Card,09/08/2022,Emaar Square Mall
I102557,C185233,Female,18,Toys,2,270.5,Debit Card,12/10/2021,Watergarden Istanbul
I102558,C100362,Male,28,Toys,3,55.16,Debit Card,02/01/2021,Kanyon
I102559,C159720,Male,25,Technology,4,3601.81,Debit Card,16/01/2023,Mall of Istanbul
I102560,C137160,Female,58,Food & Beverage,4,124.64,Credit Card,04/09/2021,Metrocity
I102561,C115921,Male,59,Clothing,2,1340.73,Credit Card,22/07/2021,Cevahir AVM
I102562,C194583,Male,42,Food & Beverage,1,22.04,Credit Card,26/02/2021,Emaar Square Mall
I102563,C194569,Female,51,Souvenir,2,34.9,Cash,14/12/2021,Mall of Istanbul
I102564,C168890,Male,62,Souvenir,5,213.03,Debit Card,22/12/2022,Forum Istanbul
I102565,C183756,Male,33,Shoes,4,2349.31,Cash,30/06/2022,Emaar Square Mall
I102566,C116771,Female,26,Books,4,60.24,Cash,19/06/2022,Metropol AVM
I102567,C101208,Female,36,Souvenir,4,284.41,Cash,24/10/2021,Metropol AVM
I102568,C105729,Male,41,Books,4,25.72,Credit Card,17/10/2021,Emaar Square Mall
I102569,C195435,Male,48,Shoes,5,3451.4,Debit Card,04/08/2022,Zorlu Center
I102570,C170434,Male,32,Food & Beverage,2,35.07,Credit Card,18/01/2023,Metropol AVM
I102571,C194712,Female,29,Toys,4,536.72,Debit Card,05/05/2021,Cevahir AVM
I102572,C176595,Female,27,Shoes,2,2024.38,Cash,04/04/2021,Zorlu Center
I102573,C133777,Male,38,Souvenir,4,236.59,Debit Card,27/07/2021,Mall of Istanbul
I102574,C146257,Male,52,Shoes,5,2391.79,Debit Card,16/11/2022,Cevahir AVM
I102575,C190778,Female,47,Cosmetics,4,179.48,Credit Card,23/11/2022,Istinye Park
I102576,C115359,Female,44,Toys,5,484.34,Credit Card,24/05/2022,Metrocity
I102577,C143588,Male,50,Technology,2,6590.92,Debit Card,17/01/2021,Metrocity
I102578,C197429,Female,38,Books,1,66.24,Credit Card,26/05/2021,Cevahir AVM
I102579,C193722,Male,24,Clothing,3,187.51,Cash,15/12/2021,Kanyon
I102580,C124416,Female,28,Technology,5,6011.31,Debit Card,20/05/2021,Metrocity
I102581,C191431,Female,23,Books,3,94.71,Debit Card,17/11/2021,Emaar Square Mall
I102582,C141711,Male,43,Clothing,4,1036.45,Cash,09/07/2022,Cevahir AVM
I102583,C110965,Female,27,Shoes,2,3434.28,Debit Card,25/01/2021,Zorlu Center
I102584,C146397,Female,51,Technology,2,1707.8,Credit Card,07/10/2021,Metropol AVM
I102585,C194198,Female,40,Shoes,1,1257.75,Debit Card,19/02/2023,Zorlu Center
I102586,C118660,Female,34,Technology,4,5450.4,Cash,23/08/2022,Forum Istanbul
I102587,C158808,Female,25,Souvenir,1,278.24,Cash,03/08/2022,Metrocity
I102588,C191048,Male,69,Toys,3,458.87,Debit Card,07/10/2021,Watergarden Istanbul
I102589,C142252,Female,31,Shoes,5,2684.55,Credit Card,08/02/2022,Kanyon
I102590,C118792,Female,55,Food & Beverage,3,15.25,Credit Card,26/11/2022,Metropol AVM
I102591,C171239,Female,26,Souvenir,2,28.18,Cash,17/08/2022,Metropol AVM
I102592,C148804,Male,54,Books,4,176.52,Debit Card,03/01/2021,Metropol AVM
I102593,C139260,Female,68,Food & Beverage,2,139.9,Credit Card,09/06/2022,Istinye Park
I102594,C116014,Female,26,Clothing,5,283.92,Credit Card,14/01/2021,Cevahir AVM
I102595,C140347,Female,45,Clothing,4,387.88,Credit Card,24/11/2021,Cevahir AVM
I102596,C180817,Female,27,Toys,4,162.2,Cash,13/08/2021,Istinye Park
I102597,C106539,Male,50,Cosmetics,3,783.79,Debit Card,23/07/2022,Metrocity
I102598,C172982,Female,28,Souvenir,1,233.98,Debit Card,27/07/2022,Forum Istanbul
I102599,C142834,Male,51,Toys,5,514.05,Debit Card,18/05/2021,Mall of Istanbul
I102600,C101970,Female,48,Toys,1,127.96,Credit Card,17/10/2021,Zorlu Center
I102601,C154334,Female,69,Clothing,5,1058.69,Cash,09/03/2021,Kanyon
I102602,C117576,Male,27,Clothing,5,1479.25,Credit Card,15/10/2022,Metropol AVM
